feature_id,timeframe,horizon,availability_status,eligible_observations,valid_symbols,valid_temporal_folds,independent_calendar_block_count,aggregate_paired_delta_log_loss,positive_fold_fraction,symbol_concentration,brier_improvement,status,rejection_reason,first_observed_time,last_observed_time,valid_rows,valid_months,coverage_fraction
vwap_deviation20,1h,4h,HISTORICAL_AVAILABLE,2360,2,19,100,0.0005851361455971733,0.631578947368421,0.8050847457627118,0.0002885937873589201,S0_REJECTED,excessive single-symbol concentration,,,,,
vwap_deviation20,1h,24h,HISTORICAL_AVAILABLE,2320,2,19,98,0.0012927844887874206,0.5263157894736842,0.8103448275862069,0.0005482847736893146,S0_REJECTED,excessive single-symbol concentration,,,,,
taker_buy_sell_ratio,1h,1h,HISTORICAL_AVAILABLE,2366,2,19,100,-0.0012811114949456321,0.3684210526315789,0.8043110735418427,-0.0006388949564041769,S0_REJECTED,non-positive aggregate paired delta log-loss; not positive in a majority of valid folds; excessive single-symbol concentration,,,,,
taker_buy_sell_ratio,1h,4h,HISTORICAL_AVAILABLE,2360,2,19,100,-0.00038274227009366026,0.47368421052631576,0.8050847457627118,-0.0001916285738189186,S0_REJECTED,non-positive aggregate paired delta log-loss; not positive in a majority of valid folds; excessive single-symbol concentration,,,,,
taker_buy_sell_ratio,1h,24h,HISTORICAL_AVAILABLE,2320,2,19,98,0.003494333967385048,0.47368421052631576,0.8103448275862069,0.0016887634054002303,S0_REJECTED,not positive in a majority of valid folds; excessive single-symbol concentration,,,,,
cvd_slope6,1h,1h,HISTORICAL_AVAILABLE,2366,2,19,100,-0.0003055876346981107,0.42105263157894735,0.8043110735418427,-0.0001518503206578904,S0_REJECTED,non-positive aggregate paired delta log-loss; not positive in a majority of valid folds; excessive single-symbol concentration,,,,,
cvd_slope6,1h,4h,HISTORICAL_AVAILABLE,2360,2,19,100,0.0006923732244152674,0.631578947368421,0.8050847457627118,0.00034704621646144913,S0_REJECTED,excessive single-symbol concentration,,,,,
cvd_slope6,1h,24h,HISTORICAL_AVAILABLE,2320,2,19,98,0.0034863942315852057,0.5789473684210527,0.8103448275862069,0.0016703070114934898,S0_REJECTED,excessive single-symbol concentration,,,,,
bb_bandwidth20,1h,1h,HISTORICAL_AVAILABLE,2366,2,19,100,-0.0011521356460207045,0.2631578947368421,0.8043110735418427,-0.0005738945351085003,S0_REJECTED,non-positive aggregate paired delta log-loss; not positive in a majority of valid folds; excessive single-symbol concentration,,,,,
bb_bandwidth20,1h,4h,HISTORICAL_AVAILABLE,2360,2,19,100,0.00022567222085483402,0.631578947368421,0.8050847457627118,0.00010958334161727826,S0_REJECTED,excessive single-symbol concentration,,,,,
bb_bandwidth20,1h,24h,HISTORICAL_AVAILABLE,2320,2,19,98,0.0022159270740349755,0.5263157894736842,0.8103448275862069,0.0010312582663263876,S0_REJECTED,excessive single-symbol concentration,,,,,
premium,1h,1h,HISTORICAL_UNAVAILABLE,0,0,0,0,,,,,HISTORICAL_UNAVAILABLE,unavailable for every symbol,,,0.0,0.0,0.0
premium,1h,4h,HISTORICAL_UNAVAILABLE,0,0,0,0,,,,,HISTORICAL_UNAVAILABLE,unavailable for every symbol,,,0.0,0.0,0.0
premium,1h,24h,HISTORICAL_UNAVAILABLE,0,0,0,0,,,,,HISTORICAL_UNAVAILABLE,unavailable for every symbol,,,0.0,0.0,0.0
premium_zscore90,1h,1h,HISTORICAL_AVAILABLE,0,0,0,0,,,,,S0_REJECTED,non-positive aggregate paired delta log-loss; not positive in a majority of valid folds; fewer than two independent calendar blocks; insufficient multi-symbol coverage,,,,,
premium_zscore90,1h,4h,HISTORICAL_AVAILABLE,0,0,0,0,,,,,S0_REJECTED,non-positive aggregate paired delta log-loss; not positive in a majority of valid folds; fewer than two independent calendar blocks; insufficient multi-symbol coverage,,,,,
premium_zscore90,1h,24h,HISTORICAL_AVAILABLE,0,0,0,0,,,,,S0_REJECTED,non-positive aggregate paired delta log-loss; not positive in a majority of valid folds; fewer than two independent calendar blocks; insufficient multi-symbol coverage,,,,,
