trial_id,symbols_traded,top_symbol,top_symbol_net_contribution,top_symbol_share,concentration_flag
T0048,59,STXUSDT,0.25777960736233974,0.17844079943454622,False
T0049,59,SUIUSDT,0.3517380109723638,-0.5271906523554767,False
T0050,59,SUIUSDT,0.29299079374248294,-28.907311283130227,False
T0051,59,SUIUSDT,0.3605329822719041,-0.34174721973315414,False
T0052,59,SUIUSDT,0.42534066607884524,-0.4658586285734954,False
T0053,59,SUIUSDT,0.3306348087332701,-0.3206430100612669,False
T0054,59,SUIUSDT,0.33305560837271087,-0.9302730054560497,False
T0055,59,SUIUSDT,0.32182035235742124,0.5124238113897864,True
T0056,50,TIAUSDT,0.11066416645980226,-0.7988371821993524,False
T0057,59,SUIUSDT,0.33305560837271087,-0.9302730054560497,False
T0058,59,SUIUSDT,0.32182035235742124,0.5124238113897864,True
T0059,50,TIAUSDT,0.11066416645980226,-0.7988371821993524,False
T0060,59,SUIUSDT,0.37945393452975673,-0.2514808792901553,False
T0061,57,SOLUSDT,0.18762295931147988,-0.3366910735775584,False
T0062,59,SUIUSDT,0.31466410559941504,-0.1896898586892445,False
T0063,59,ENSUSDT,0.20315180789041387,0.5854171174225983,True
T0064,54,ADAUSDT,0.13835036478816742,-0.9720273850570907,False
T0065,53,SEIUSDT,0.15579370672084736,5.694784679198658,True
T0066,59,SUIUSDT,0.2521185045722293,-0.2887183223913728,False
T0067,59,SUIUSDT,0.33916505724416623,-0.6149188785433403,False
T0068,59,SUIUSDT,0.37945393452975673,-0.2514808792901553,False
T0069,59,INJUSDT,0.23025946160349664,-0.19828230766258376,False
T0070,51,TIAUSDT,0.09658332351214183,-0.11762604267056484,False
T0071,29,STXUSDT,0.24918744953700234,0.6466380910680337,True
T0072,8,FTTUSDT,0.03834436881188108,-0.48715286229689564,False
T0073,59,SEIUSDT,0.3076042705773202,-20.470927999054876,False
T0074,20,LINKUSDT,0.08705571581852867,-0.3600005667930069,False
T0075,58,ENSUSDT,0.18238369194838477,-0.23302285244471127,False
T0076,59,SUIUSDT,0.33916505724416623,-0.6272319268138131,False
T0077,59,SUIUSDT,0.32182035235742124,0.5124238113897864,True
T0078,59,SUIUSDT,0.2521185045722293,-0.2837178787644981,False
T0079,59,SUIUSDT,0.2912531219796265,0.8095511458113074,True
T0080,59,SUIUSDT,0.26947382391857144,-0.2136437120106612,False
T0081,58,SUIUSDT,0.41087408034030704,-5.1337447768853215,False
T0082,58,SUIUSDT,0.5276796213329746,0.6591993363144389,True
T0083,58,SUIUSDT,0.3250521067631645,-0.33456960385580553,False
T0084,58,SUIUSDT,0.41087408034030704,-5.1337447768853215,False
T0085,58,SUIUSDT,0.5276796213329746,0.6591993363144389,True
T0086,58,SUIUSDT,0.3250521067631645,-0.33456960385580553,False
T0087,58,SUIUSDT,0.4235864511078451,4.738430392017288,True
T0088,58,SUIUSDT,0.44844490999133446,-6.848326151983905,False
T0089,58,SUIUSDT,0.3806113992225126,-2.8175459006135015,False
T0090,58,SUIUSDT,0.4182841605983095,4.916438981709699,True
T0091,58,SUIUSDT,0.3297782616390068,0.532200717817945,True
T0092,58,SUIUSDT,0.46730475472399324,0.4138167336601255,False
T0093,58,SUIUSDT,0.3197109764800827,-0.6143645457480218,False
T0094,58,SUIUSDT,0.38605742108074603,1.7731979160991542,True
T0095,58,SUIUSDT,0.4235864511078451,2.9566736695448514,True
T0096,58,SUIUSDT,0.44188096804280774,0.6843882714952214,True
T0097,58,STXUSDT,0.2526521088686518,-0.45627160092927227,False
T0098,58,SUIUSDT,0.32559978278014234,-6.321223328739729,False
T0099,56,TIAUSDT,0.16023198294642851,-0.21430162758601962,False
T0100,58,SUIUSDT,0.4414114254949961,0.9039255709030795,True
T0101,58,SUIUSDT,0.6307678671453067,13.8597229085081,True
T0102,58,SUIUSDT,0.4039583250073113,0.3709138944776209,False
T0103,58,SUIUSDT,0.28744847580780497,-0.31910328930336196,False
T0104,58,SUIUSDT,0.29548127377077826,-0.22516183239767432,False
T0105,58,SUIUSDT,0.3197109764800827,-0.6379843179547113,False
T0106,58,SUIUSDT,0.5004234227244369,0.5535914700740469,True
T0107,58,SUIUSDT,0.3998829817207829,0.7515860426367625,True
T0108,58,SUIUSDT,0.29548127377077826,-0.2180623189962409,False
T0109,18,BLURUSDT,0.08351664165985268,0.4755490574878916,False
T0110,58,SUIUSDT,0.5143470342890364,0.5248246674095152,True
T0111,58,SUIUSDT,0.35689934434178233,-1.8602347351501913,False
T0112,58,SUIUSDT,0.35689934434178233,-1.8602347351501913,False
T0113,58,SUIUSDT,0.5143470342890364,0.5248246674095152,True
T0114,58,SUIUSDT,0.35689934434178233,-1.8602347351501913,False
T0115,58,SUIUSDT,0.35689934434178233,-1.8602347351501913,False
T0116,58,SUIUSDT,0.35689934434178233,-1.8602347351501913,False
T0117,58,SUIUSDT,0.31847053231895034,-0.8182719191659847,False
T0118,58,SUIUSDT,0.3342900438528231,0.7638300003006587,True
T0119,58,SUIUSDT,0.4105252263022635,1.9741265669388457,True
T0120,58,SUIUSDT,0.2483776612452674,-0.28450071398450244,False
T0121,58,SUIUSDT,0.27726142488142125,-0.2204020494151422,False
T0122,58,SUIUSDT,0.4414957149321476,-3.9594011500660367,False
T0123,58,SUIUSDT,0.29218275022130796,-0.4535434055338239,False
T0124,58,SUIUSDT,0.35689934434178233,-2.211272626881073,False
T0125,58,SUIUSDT,0.3646723823760193,1.3778455657384394,True
T0126,58,TIAUSDT,0.31852229944363836,-1.397291740928981,False
T0127,55,TIAUSDT,0.27685760631630335,0.405747686552011,False
T0128,34,SUIUSDT,0.17950181256333875,0.42394184540255164,False
T0129,58,SUIUSDT,0.5142663621564251,0.6636409254646769,True
T0130,58,STXUSDT,0.2917027913199397,0.1761301909150644,False
T0131,58,TIAUSDT,0.3110724457930377,-0.28006009577562,False
T0132,58,SUIUSDT,0.30933823001190736,1.351285768735986,True
T0133,58,SUIUSDT,0.3742543480211633,-0.7001270904368063,False
T0134,58,SUIUSDT,0.4414957149321476,-19.165877841776556,False
T0135,58,SUIUSDT,0.3451451865087492,-0.6645801345308918,False
T0136,58,SUIUSDT,0.3742543480211633,-0.6433028391573443,False
T0137,18,BLURUSDT,0.08351664165985268,0.5195316355100497,True
T0138,58,SUIUSDT,0.34499265943023016,-16.391937184697632,False
T0139,58,SUIUSDT,0.33312436261910494,0.24882589169234395,False
T0140,50,TIAUSDT,0.12206400287523099,2.2729096695686533,True
T0141,58,SUIUSDT,0.34499265943023016,-16.391937184697632,False
T0142,58,SUIUSDT,0.33312436261910494,0.24882589169234395,False
T0143,50,TIAUSDT,0.12206400287523099,2.2729096695686533,True
T0144,58,SUIUSDT,0.39010065094080804,-0.3729771258356708,False
T0145,57,API3USDT,0.18947018964205792,-0.6374957225467752,False
T0146,58,SUIUSDT,0.32482991283915813,-0.1950513155475353,False
T0147,58,ENSUSDT,0.20535704871454477,0.4229300855037658,False
T0148,54,ADAUSDT,0.14088637625314857,-0.8521472696098833,False
T0149,53,SEIUSDT,0.16081395209353067,62.617362373140374,True
T0150,58,SUIUSDT,0.2663159266589158,-0.5830843151006737,False
T0151,58,SUIUSDT,0.35244050401888627,-6.064644026775049,False
T0152,58,SUIUSDT,0.39010065094080804,-0.3795791142660729,False
T0153,58,INJUSDT,0.2358688567690467,-0.1739915424477169,False
T0154,52,TIAUSDT,0.09705176114247813,-0.11595848522187958,False
T0155,27,STXUSDT,0.2506032202230814,0.40714319555902745,False
T0156,5,LINKUSDT,0.017504103810681314,-0.1420701819032355,False
T0157,58,SEIUSDT,0.4010815981156575,0.5668243745947154,True
T0158,18,LINKUSDT,0.08986629706266322,-0.6771077246152504,False
T0159,55,TIAUSDT,0.2474965097341658,-0.4201828726562469,False
T0160,58,SUIUSDT,0.35244050401888627,-6.064644026775049,False
T0161,58,SUIUSDT,0.33312436261910494,0.24882589169234395,False
T0162,58,SUIUSDT,0.2663159266589158,-0.45167601920773953,False
T0163,58,SUIUSDT,0.30354793622129456,0.4502496172431027,False
T0164,58,SUIUSDT,0.3949684773909638,-0.4258528696334021,False
T0165,58,SUIUSDT,0.33312436261910494,0.2611521301715902,False
T0166,18,BLURUSDT,0.08351664165985268,0.43357793879370704,False
T0167,58,1000SATSUSDT,0.12359859440301464,-0.03366005951059137,False
T0168,58,1000SATSUSDT,0.12359859440301464,-0.0271496943441629,False
T0169,58,GMTUSDT,0.12488034526901573,-0.04491376597485165,False
T0170,58,1000SATSUSDT,0.12359859440301464,-0.03366005951059137,False
T0171,58,1000SATSUSDT,0.12359859440301464,-0.0271496943441629,False
T0172,58,GMTUSDT,0.12488034526901573,-0.04491376597485165,False
T0173,58,1000SATSUSDT,0.12359859440301464,-0.03217545500506761,False
T0174,58,1000PEPEUSDT,0.1315902938147639,-0.03871990960216781,False
T0175,58,MEMEUSDT,0.0945976791161676,-0.02736477764266464,False
T0176,58,BIGTIMEUSDT,0.12848290628138867,-0.03773272754877577,False
T0177,58,1000SATSUSDT,0.2083533396302544,-0.05906292574164699,False
T0178,58,FETUSDT,0.11224912614283655,-0.028137864508757778,False
T0179,58,1000SATSUSDT,0.12359859440301464,-0.03824678940696075,False
T0180,58,1000SATSUSDT,0.12359859440301464,-0.031135357431845336,False
T0181,58,1000SATSUSDT,0.12359859440301464,-0.031730475192504506,False
T0182,58,INJUSDT,0.13245461845869647,-0.03261097036462594,False
T0183,58,WLDUSDT,0.15682252929014795,-0.0834931517509036,False
T0184,58,1000PEPEUSDT,0.17316370107405962,-0.13113584174305531,False
T0185,56,WLDUSDT,0.26633378967680543,-3.6834120198939417,False
T0186,58,MEMEUSDT,0.13089160304989716,-0.03204728643488555,False
T0187,58,BAKEUSDT,0.1906079004100653,-0.07429627510290271,False
T0188,58,GMTUSDT,0.18634611657464287,-0.04397974807290603,False
T0189,58,GMTUSDT,0.12412546619036957,-0.043534475992969765,False
T0190,58,GMTUSDT,0.1348596356968184,-0.05527727985856379,False
T0191,58,1000SATSUSDT,0.12359859440301464,-0.03802012045104426,False
T0192,58,UMAUSDT,0.10328453214537442,-0.02490009128279223,False
T0193,58,1000SATSUSDT,0.12359859440301464,-0.02885086119903045,False
T0194,58,GMTUSDT,0.1348596356968184,-0.057510207844890776,False
T0195,18,APEUSDT,0.04256243566621811,-0.15669759103658196,False
T0196,58,1000SATSUSDT,0.11880402811986768,-0.026099097147698626,False
T0197,58,MEMEUSDT,0.1331607150531207,-0.0393949963561653,False
T0198,58,MEMEUSDT,0.1331607150531207,-0.0393949963561653,False
T0199,58,1000SATSUSDT,0.11880402811986768,-0.026099097147698626,False
T0200,58,MEMEUSDT,0.1331607150531207,-0.0393949963561653,False
T0201,58,MEMEUSDT,0.1331607150531207,-0.0393949963561653,False
T0202,58,MEMEUSDT,0.1331607150531207,-0.0393949963561653,False
T0203,58,TRBUSDT,0.27716934711408137,-0.10731346959237478,False
T0204,58,WLDUSDT,0.15035525621373227,-0.03984345775034185,False
T0205,58,TRBUSDT,0.17705982934739264,-0.06737557335350824,False
T0206,58,WLDUSDT,0.3829148604098035,-0.45641067628973747,False
T0207,58,WLDUSDT,0.3829148604098035,-1.2512749862261823,False
T0208,58,MEMEUSDT,0.1252319087334997,-0.036147240301684626,False
T0209,58,GMTUSDT,0.14109041834426048,-0.04766926098849639,False
T0210,58,MEMEUSDT,0.1331607150531207,-0.039043192996968186,False
T0211,58,WLDUSDT,0.21312968856983266,-0.0721820567584108,False
T0212,58,WLDUSDT,0.22247886688040447,-0.2083051402541228,False
T0213,55,PEOPLEUSDT,0.10361732418524874,-0.0834050096688052,False
T0214,34,DOGEUSDT,0.10211161500994706,-0.14854512772126657,False
T0215,58,1000PEPEUSDT,0.17143637149876975,-0.04142059107019141,False
T0216,58,1000PEPEUSDT,0.1444023371661737,-0.0529299715962518,False
T0217,58,1000SATSUSDT,0.2125699876422807,-0.2184090725542792,False
T0218,58,GMTUSDT,0.13464855207702084,-0.035425239805316984,False
T0219,58,1000SATSUSDT,0.11880402811986768,-0.039113107044616666,False
T0220,58,MEMEUSDT,0.1252319087334997,-0.035286886916936995,False
T0221,58,GMTUSDT,0.1314091626048731,-0.04260090244866778,False
T0222,58,1000SATSUSDT,0.11880402811986768,-0.04037890701609916,False
T0223,18,APEUSDT,0.0346590561866126,-0.13498950103605575,False
T0224,58,WLDUSDT,0.1843845298984863,-0.0581479763181536,False
T0225,58,1000SATSUSDT,0.10602754431357145,-0.02340158386245985,False
T0226,50,ICPUSDT,0.0827917737808485,-0.07857214688928488,False
T0227,58,WLDUSDT,0.1843845298984863,-0.0581479763181536,False
T0228,58,1000SATSUSDT,0.10602754431357145,-0.02340158386245985,False
T0229,50,ICPUSDT,0.0827917737808485,-0.07857214688928488,False
T0230,58,GMTUSDT,0.15655222670981983,-0.07187593474204614,False
T0231,57,BIGTIMEUSDT,0.16936593276719047,-0.08178808270922869,False
T0232,58,FETUSDT,0.19019002297734885,-0.24938249915224486,False
T0233,58,WLDUSDT,0.17799848333407375,-0.12178681530420968,False
T0234,54,WLDUSDT,0.1824877691948556,-0.5586320700701128,False
T0235,53,WLDUSDT,0.1824877691948556,-0.4278044376200329,False
T0236,58,BIGTIMEUSDT,0.17216372400974855,-0.06294228254216305,False
T0237,58,MEMEUSDT,0.11195707980448956,-0.03572468127899796,False
T0238,58,GMTUSDT,0.15655222670981983,-0.07128059822771919,False
T0239,58,1000PEPEUSDT,0.19052708053490225,-1.0563361035731549,False
T0240,52,WLDUSDT,0.16763317486587656,0.4644187437978392,False
T0241,27,ORDIUSDT,0.06390725623041889,-0.08370124795267252,False
T0242,5,1000SATSUSDT,0.07266676798378927,0.7324729469035944,True
T0243,58,TRBUSDT,0.1633602362961896,-0.05490003991185136,False
T0244,18,WLDUSDT,0.14842185245064882,-6.37573557080298,False
T0245,55,WLDUSDT,0.2038095194083396,-29.202995471077852,False
T0246,58,MEMEUSDT,0.11195707980448956,-0.03572468127899796,False
T0247,58,1000SATSUSDT,0.10602754431357145,-0.02340158386245985,False
T0248,58,BIGTIMEUSDT,0.17216372400974855,-0.06615618602585473,False
T0249,58,1000BONKUSDT,0.1371077668099898,-0.03687499729264684,False
T0250,58,BIGTIMEUSDT,0.1928782649344496,-0.08517388077612456,False
T0251,58,1000SATSUSDT,0.10602754431357145,-0.023968637113431966,False
T0252,18,APEUSDT,0.052040115568862254,-0.18030544769054904,False
